"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046777","GO:0046777","protein autophosphorylation","13/446","103/5408",0.0795152215411528,0.665984955079972,0.632485925095143,"Me1_v2_0063070/Me1_v2_0171240/Me1_v2_0161260/Me1_v2_0106850/Me1_v2_0132640/Me1_v2_0180850/Me1_v2_0149640/Me1_v2_0100110/Me1_v2_0094760/Me1_v2_0116530/Me1_v2_0079450/Me1_v2_0161230/Me1_v2_0226090",13
"GO:0031301","GO:0031301","integral component of organelle membrane","7/446","46/5408",0.0805111239031782,0.67128869524677,0.637522887237115,"Me1_v2_0055530/Me1_v2_0228210/Me1_v2_0194020/Me1_v2_0165050/Me1_v2_0061870/Me1_v2_0061860/Me1_v2_0064410",7
"GO:0046700","GO:0046700","heterocycle catabolic process","15/446","124/5408",0.0841262284153206,0.695492792251638,0.660509518644394,"Me1_v2_0215170/Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0215180/Me1_v2_0199730/Me1_v2_0115590/Me1_v2_0120640/Me1_v2_0167270/Me1_v2_0036840/Me1_v2_0128130/Me1_v2_0189820/Me1_v2_0137350/Me1_v2_0122130/Me1_v2_0205230/Me1_v2_0219920",15
"GO:0008171","GO:0008171","O-methyltransferase activity","3/446","13/5408",0.0856387589424566,0.695492792251638,0.660509518644394,"Me1_v2_0157100/Me1_v2_0179930/Me1_v2_0134650",3
"GO:0010207","GO:0010207","photosystem II assembly","3/446","13/5408",0.0856387589424566,0.695492792251638,0.660509518644394,"Me1_v2_0042270/Me1_v2_0111850/Me1_v2_0070300",3
"GO:0030091","GO:0030091","protein repair","3/446","13/5408",0.0856387589424566,0.695492792251638,0.660509518644394,"Me1_v2_0157100/Me1_v2_0134500/Me1_v2_0078350",3
"GO:0047134","GO:0047134","protein-disulfide reductase (NAD(P)) activity","3/446","13/5408",0.0856387589424566,0.695492792251638,0.660509518644394,"Me1_v2_0207660/Me1_v2_0153960/Me1_v2_0134740",3
"GO:1900140","GO:1900140","regulation of seedling development","8/446","56/5408",0.0865125185942352,0.695492792251638,0.660509518644394,"Me1_v2_0080920/Me1_v2_0135890/Me1_v2_0228930/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0092970/Me1_v2_0171870/Me1_v2_0064410",8
"GO:0022804","GO:0022804","active transmembrane transporter activity","16/446","135/5408",0.087904628734612,0.695492792251638,0.660509518644394,"Me1_v2_0088010/Me1_v2_0140510/Me1_v2_0124750/Me1_v2_0124740/Me1_v2_0035570/Me1_v2_0123370/Me1_v2_0076660/Me1_v2_0185800/Me1_v2_0177450/Me1_v2_0124780/Me1_v2_0177460/Me1_v2_0223490/Me1_v2_0099180/Me1_v2_0234230/Me1_v2_0169500/Me1_v2_0106680",16
"GO:0031300","GO:0031300","intrinsic component of organelle membrane","7/446","47/5408",0.0882476050196514,0.695492792251638,0.660509518644394,"Me1_v2_0055530/Me1_v2_0228210/Me1_v2_0194020/Me1_v2_0165050/Me1_v2_0061870/Me1_v2_0061860/Me1_v2_0064410",7
"GO:0015711","GO:0015711","organic anion transport","11/446","85/5408",0.0883563322403498,0.695492792251638,0.660509518644394,"Me1_v2_0107720/Me1_v2_0154240/Me1_v2_0228210/Me1_v2_0099170/Me1_v2_0113940/Me1_v2_0165050/Me1_v2_0109640/Me1_v2_0099180/Me1_v2_0007500/Me1_v2_0082220/Me1_v2_0233210",11
"GO:0034404","GO:0034404","nucleobase-containing small molecule biosynthetic process","6/446","38/5408",0.0883584747526897,0.695492792251638,0.660509518644394,"Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0167270/Me1_v2_0036840/Me1_v2_0137350",6
"GO:0005741","GO:0005741","mitochondrial outer membrane","4/446","21/5408",0.0890501306124463,0.695492792251638,0.660509518644394,"Me1_v2_0076880/Me1_v2_0061870/Me1_v2_0061860/Me1_v2_0064410",4
"GO:0005875","GO:0005875","microtubule associated complex","4/446","21/5408",0.0890501306124463,0.695492792251638,0.660509518644394,"Me1_v2_0098780/Me1_v2_0197210/Me1_v2_0070720/Me1_v2_0146380",4
"GO:0010200","GO:0010200","response to chitin","4/446","21/5408",0.0890501306124463,0.695492792251638,0.660509518644394,"Me1_v2_0131850/Me1_v2_0082010/Me1_v2_0218810/Me1_v2_0205640",4
"GO:0045454","GO:0045454","cell redox homeostasis","4/446","21/5408",0.0890501306124463,0.695492792251638,0.660509518644394,"Me1_v2_0158170/Me1_v2_0207660/Me1_v2_0153960/Me1_v2_0134740",4
"GO:0071483","GO:0071483","cellular response to blue light","4/446","21/5408",0.0890501306124463,0.695492792251638,0.660509518644394,"Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0171870",4
"GO:0019904","GO:0019904","protein domain specific binding","9/446","66/5408",0.0904230816581319,0.703248420794967,0.667875039226361,"Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0073130/Me1_v2_0125070/Me1_v2_0124370/Me1_v2_0111850/Me1_v2_0184520",9
"GO:0016829","GO:0016829","lyase activity","12/446","96/5408",0.0947963705838669,0.734176075107689,0.697247033142734,"Me1_v2_0082740/Me1_v2_0062380/Me1_v2_0139000/Me1_v2_0061830/Me1_v2_0078830/Me1_v2_0181120/Me1_v2_0157090/Me1_v2_0197960/Me1_v2_0057110/Me1_v2_0205660/Me1_v2_0053830/Me1_v2_0179210",12
"GO:0016667","GO:0016667","oxidoreductase activity, acting on a sulfur group of donors","6/446","39/5408",0.0975539224139906,0.749262698706625,0.711574799874926,"Me1_v2_0088300/Me1_v2_0207660/Me1_v2_0216110/Me1_v2_0140300/Me1_v2_0153960/Me1_v2_0134740",6
"GO:0048582","GO:0048582","positive regulation of post-embryonic development","6/446","39/5408",0.0975539224139906,0.749262698706625,0.711574799874926,"Me1_v2_0080920/Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0092970/Me1_v2_0171870",6
"GO:0071229","GO:0071229","cellular response to acid chemical","18/446","158/5408",0.0984719564121103,0.753188393879406,0.715303032658652,"Me1_v2_0224350/Me1_v2_0063070/Me1_v2_0114600/Me1_v2_0162900/Me1_v2_0171240/Me1_v2_0161260/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0106850/Me1_v2_0132640/Me1_v2_0064660/Me1_v2_0180850/Me1_v2_0073130/Me1_v2_0149640/Me1_v2_0099170/Me1_v2_0094760/Me1_v2_0184520/Me1_v2_0161230",18
"GO:0000776","GO:0000776","kinetochore","4/446","22/5408",0.102097297252727,0.768219907377223,0.729578461326715,"Me1_v2_0197210/Me1_v2_0030690/Me1_v2_0212290/Me1_v2_0146380",4
"GO:0006626","GO:0006626","protein targeting to mitochondrion","4/446","22/5408",0.102097297252727,0.768219907377223,0.729578461326715,"Me1_v2_0076880/Me1_v2_0128150/Me1_v2_0061870/Me1_v2_0061860",4
"GO:0070585","GO:0070585","protein localization to mitochondrion","4/446","22/5408",0.102097297252727,0.768219907377223,0.729578461326715,"Me1_v2_0076880/Me1_v2_0128150/Me1_v2_0061870/Me1_v2_0061860",4
"GO:0072655","GO:0072655","establishment of protein localization to mitochondrion","4/446","22/5408",0.102097297252727,0.768219907377223,0.729578461326715,"Me1_v2_0076880/Me1_v2_0128150/Me1_v2_0061870/Me1_v2_0061860",4
"GO:0035251","GO:0035251","UDP-glucosyltransferase activity","3/446","14/5408",0.102596966466046,0.768843727325742,0.73017090314424,"Me1_v2_0225280/Me1_v2_0141160/Me1_v2_0153620",3
"GO:0005618","GO:0005618","cell wall","18/446","159/5408",0.103010936994481,0.768843727325742,0.73017090314424,"Me1_v2_0060490/Me1_v2_0106300/Me1_v2_0089480/Me1_v2_0040250/Me1_v2_0078830/Me1_v2_0109090/Me1_v2_0204130/Me1_v2_0223600/Me1_v2_0124780/Me1_v2_0151580/Me1_v2_0127890/Me1_v2_0212930/Me1_v2_0224050/Me1_v2_0231040/Me1_v2_0061010/Me1_v2_0064410/Me1_v2_0146380/Me1_v2_0228940",18
"GO:0055085","GO:0055085","transmembrane transport","37/446","365/5408",0.105842417394041,0.78680447629064,0.747228226793692,"Me1_v2_0062260/Me1_v2_0227850/Me1_v2_0088010/Me1_v2_0162900/Me1_v2_0140510/Me1_v2_0154240/Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0124750/Me1_v2_0124740/Me1_v2_0035570/Me1_v2_0207470/Me1_v2_0076880/Me1_v2_0228210/Me1_v2_0128150/Me1_v2_0099170/Me1_v2_0123370/Me1_v2_0113940/Me1_v2_0076660/Me1_v2_0165050/Me1_v2_0216780/Me1_v2_0171870/Me1_v2_0106340/Me1_v2_0185800/Me1_v2_0177450/Me1_v2_0201430/Me1_v2_0124780/Me1_v2_0177460/Me1_v2_0109640/Me1_v2_0223490/Me1_v2_0099180/Me1_v2_0007500/Me1_v2_0234230/Me1_v2_0169500/Me1_v2_0233210/Me1_v2_0064410/Me1_v2_0106680",37
"GO:0004675","GO:0004675","transmembrane receptor protein serine/threonine kinase activity","5/446","31/5408",0.107140156478326,0.787683028580696,0.748062587921046,"Me1_v2_0082730/Me1_v2_0104820/Me1_v2_0116530/Me1_v2_0120270/Me1_v2_0079450",5
"GO:0045333","GO:0045333","cellular respiration","6/446","40/5408",0.107237235657664,0.787683028580696,0.748062587921046,"Me1_v2_0038880/Me1_v2_0158220/Me1_v2_0194020/Me1_v2_0228450/Me1_v2_0064410/Me1_v2_0168570",6
"GO:0071241","GO:0071241","cellular response to inorganic substance","6/446","40/5408",0.107237235657664,0.787683028580696,0.748062587921046,"Me1_v2_0062260/Me1_v2_0162900/Me1_v2_0129030/Me1_v2_0191160/Me1_v2_0215600/Me1_v2_0100110",6
"GO:0030312","GO:0030312","external encapsulating structure","18/446","160/5408",0.107678902772845,0.787800984318325,0.74817461048742,"Me1_v2_0060490/Me1_v2_0106300/Me1_v2_0089480/Me1_v2_0040250/Me1_v2_0078830/Me1_v2_0109090/Me1_v2_0204130/Me1_v2_0223600/Me1_v2_0124780/Me1_v2_0151580/Me1_v2_0127890/Me1_v2_0212930/Me1_v2_0224050/Me1_v2_0231040/Me1_v2_0061010/Me1_v2_0064410/Me1_v2_0146380/Me1_v2_0228940",18
"GO:0043207","GO:0043207","response to external biotic stimulus","35/446","344/5408",0.109249069525075,0.793019716434954,0.753130840482455,"Me1_v2_0220890/Me1_v2_0082740/Me1_v2_0201020/Me1_v2_0215170/Me1_v2_0139000/Me1_v2_0215180/Me1_v2_0162210/Me1_v2_0050210/Me1_v2_0120640/Me1_v2_0124740/Me1_v2_0082010/Me1_v2_0188340/Me1_v2_0122760/Me1_v2_0192700/Me1_v2_0189820/Me1_v2_0073740/Me1_v2_0124780/Me1_v2_0111760/Me1_v2_0145620/Me1_v2_0191160/Me1_v2_0122130/Me1_v2_0230230/Me1_v2_0234290/Me1_v2_0007500/Me1_v2_0067870/Me1_v2_0224050/Me1_v2_0179730/Me1_v2_0116530/Me1_v2_0070300/Me1_v2_0058750/Me1_v2_0061010/Me1_v2_0233210/Me1_v2_0079450/Me1_v2_0064410/Me1_v2_0205640",35
"GO:0051707","GO:0051707","response to other organism","35/446","344/5408",0.109249069525075,0.793019716434954,0.753130840482455,"Me1_v2_0220890/Me1_v2_0082740/Me1_v2_0201020/Me1_v2_0215170/Me1_v2_0139000/Me1_v2_0215180/Me1_v2_0162210/Me1_v2_0050210/Me1_v2_0120640/Me1_v2_0124740/Me1_v2_0082010/Me1_v2_0188340/Me1_v2_0122760/Me1_v2_0192700/Me1_v2_0189820/Me1_v2_0073740/Me1_v2_0124780/Me1_v2_0111760/Me1_v2_0145620/Me1_v2_0191160/Me1_v2_0122130/Me1_v2_0230230/Me1_v2_0234290/Me1_v2_0007500/Me1_v2_0067870/Me1_v2_0224050/Me1_v2_0179730/Me1_v2_0116530/Me1_v2_0070300/Me1_v2_0058750/Me1_v2_0061010/Me1_v2_0233210/Me1_v2_0079450/Me1_v2_0064410/Me1_v2_0205640",35
"GO:0009738","GO:0009738","abscisic acid-activated signaling pathway","10/446","79/5408",0.112985225678267,0.815195724839922,0.774191396106042,"Me1_v2_0063070/Me1_v2_0171240/Me1_v2_0161260/Me1_v2_0106850/Me1_v2_0132640/Me1_v2_0064660/Me1_v2_0180850/Me1_v2_0149640/Me1_v2_0094760/Me1_v2_0161230",10
"GO:1903046","GO:1903046","meiotic cell cycle process","11/446","89/5408",0.113184927760054,0.815195724839922,0.774191396106042,"Me1_v2_0107720/Me1_v2_0098780/Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0068080/Me1_v2_0232650/Me1_v2_0109700/Me1_v2_0208610/Me1_v2_0192840/Me1_v2_0141220/Me1_v2_0082220",11
"GO:0009607","GO:0009607","response to biotic stimulus","35/446","346/5408",0.115875219003173,0.819277839936889,0.778068180894882,"Me1_v2_0220890/Me1_v2_0082740/Me1_v2_0201020/Me1_v2_0215170/Me1_v2_0139000/Me1_v2_0215180/Me1_v2_0162210/Me1_v2_0050210/Me1_v2_0120640/Me1_v2_0124740/Me1_v2_0082010/Me1_v2_0188340/Me1_v2_0122760/Me1_v2_0192700/Me1_v2_0189820/Me1_v2_0073740/Me1_v2_0124780/Me1_v2_0111760/Me1_v2_0145620/Me1_v2_0191160/Me1_v2_0122130/Me1_v2_0230230/Me1_v2_0234290/Me1_v2_0007500/Me1_v2_0067870/Me1_v2_0224050/Me1_v2_0179730/Me1_v2_0116530/Me1_v2_0070300/Me1_v2_0058750/Me1_v2_0061010/Me1_v2_0233210/Me1_v2_0079450/Me1_v2_0064410/Me1_v2_0205640",35
"GO:0000070","GO:0000070","mitotic sister chromatid segregation","4/446","23/5408",0.115964772589662,0.819277839936889,0.778068180894882,"Me1_v2_0197210/Me1_v2_0030690/Me1_v2_0212290/Me1_v2_0146380",4
"GO:0004190","GO:0004190","aspartic-type endopeptidase activity","4/446","23/5408",0.115964772589662,0.819277839936889,0.778068180894882,"Me1_v2_0233240/Me1_v2_0233250/Me1_v2_0201020/Me1_v2_0208800",4
"GO:0009064","GO:0009064","glutamine family amino acid metabolic process","4/446","23/5408",0.115964772589662,0.819277839936889,0.778068180894882,"Me1_v2_0120640/Me1_v2_0097840/Me1_v2_0007500/Me1_v2_0233210",4
"GO:0070001","GO:0070001","aspartic-type peptidase activity","4/446","23/5408",0.115964772589662,0.819277839936889,0.778068180894882,"Me1_v2_0233240/Me1_v2_0233250/Me1_v2_0201020/Me1_v2_0208800",4
"GO:0034644","GO:0034644","cellular response to UV","5/446","32/5408",0.118873553136801,0.830931574276311,0.789135732628985,"Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0134820/Me1_v2_0171870",5
"GO:0008608","GO:0008608","attachment of spindle microtubules to kinetochore","3/446","15/5408",0.120756668546908,0.830931574276311,0.789135732628985,"Me1_v2_0068080/Me1_v2_0197210/Me1_v2_0146380",3
"GO:0016891","GO:0016891","endoribonuclease activity, producing 5'-phosphomonoesters","3/446","15/5408",0.120756668546908,0.830931574276311,0.789135732628985,"Me1_v2_0024330/Me1_v2_0083840/Me1_v2_0068970",3
"GO:0030427","GO:0030427","site of polarized growth","3/446","15/5408",0.120756668546908,0.830931574276311,0.789135732628985,"Me1_v2_0107720/Me1_v2_0082220/Me1_v2_0181450",3
"GO:0035303","GO:0035303","regulation of dephosphorylation","3/446","15/5408",0.120756668546908,0.830931574276311,0.789135732628985,"Me1_v2_0064660/Me1_v2_0234290/Me1_v2_0070300",3
"GO:0042644","GO:0042644","chloroplast nucleoid","3/446","15/5408",0.120756668546908,0.830931574276311,0.789135732628985,"Me1_v2_0214160/Me1_v2_0214180/Me1_v2_0214100",3
"GO:0070417","GO:0070417","cellular response to cold","3/446","15/5408",0.120756668546908,0.830931574276311,0.789135732628985,"Me1_v2_0103310/Me1_v2_0189010/Me1_v2_0057820",3
"GO:0007276","GO:0007276","gamete generation","7/446","51/5408",0.123196216368333,0.844578505547347,0.802096223528715,"Me1_v2_0098780/Me1_v2_0183870/Me1_v2_0084470/Me1_v2_0097120/Me1_v2_0141220/Me1_v2_0059810/Me1_v2_0176570",7
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","8/446","61/5408",0.126262319273354,0.862404254520213,0.819025337683048,"Me1_v2_0038880/Me1_v2_0158220/Me1_v2_0194020/Me1_v2_0228450/Me1_v2_0064410/Me1_v2_0153620/Me1_v2_0099360/Me1_v2_0168570",8
"GO:0019953","GO:0019953","sexual reproduction","10/446","81/5408",0.127669347098511,0.868015949452603,0.824354764472033,"Me1_v2_0107720/Me1_v2_0098780/Me1_v2_0183870/Me1_v2_0084470/Me1_v2_0097120/Me1_v2_0192840/Me1_v2_0141220/Me1_v2_0082220/Me1_v2_0059810/Me1_v2_0176570",10
"GO:0044270","GO:0044270","cellular nitrogen compound catabolic process","14/446","122/5408",0.128021801296899,0.868015949452603,0.824354764472033,"Me1_v2_0215170/Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0215180/Me1_v2_0199730/Me1_v2_0115590/Me1_v2_0167270/Me1_v2_0036840/Me1_v2_0128130/Me1_v2_0189820/Me1_v2_0137350/Me1_v2_0122130/Me1_v2_0205230/Me1_v2_0219920",14
"GO:0051783","GO:0051783","regulation of nuclear division","4/446","24/5408",0.130603392864322,0.879782602893366,0.835529555478928,"Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0234360/Me1_v2_0197210",4
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","5/446","33/5408",0.131183143381183,0.879782602893366,0.835529555478928,"Me1_v2_0082730/Me1_v2_0104820/Me1_v2_0116530/Me1_v2_0120270/Me1_v2_0079450",5
"GO:0016036","GO:0016036","cellular response to phosphate starvation","5/446","33/5408",0.131183143381183,0.879782602893366,0.835529555478928,"Me1_v2_0060490/Me1_v2_0139000/Me1_v2_0205660/Me1_v2_0103310/Me1_v2_0189010",5
"GO:0043167","GO:0043167","ion binding","48/446","498/5408",0.136523002328383,0.912289087761147,0.866400964804866,"Me1_v2_0224350/Me1_v2_0064300/Me1_v2_0114600/Me1_v2_0148440/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0191230/Me1_v2_0133400/Me1_v2_0199720/Me1_v2_0159980/Me1_v2_0039210/Me1_v2_0031270/Me1_v2_0199730/Me1_v2_0064660/Me1_v2_0180160/Me1_v2_0065960/Me1_v2_0207400/Me1_v2_0073130/Me1_v2_0158170/Me1_v2_0120640/Me1_v2_0085320/Me1_v2_0080180/Me1_v2_0078170/Me1_v2_0162290/Me1_v2_0076880/Me1_v2_0038880/Me1_v2_0036840/Me1_v2_0158220/Me1_v2_0125070/Me1_v2_0124370/Me1_v2_0078270/Me1_v2_0111850/Me1_v2_0134820/Me1_v2_0050320/Me1_v2_0206010/Me1_v2_0050690/Me1_v2_0230690/Me1_v2_0124530/Me1_v2_0065270/Me1_v2_0141160/Me1_v2_0137350/Me1_v2_0082220/Me1_v2_0184520/Me1_v2_0207950/Me1_v2_0058750/Me1_v2_0120920/Me1_v2_0083840/Me1_v2_0168570",48
"GO:0001101","GO:0001101","response to acid chemical","43/446","442/5408",0.138229401450917,0.918863813949396,0.872644982396708,"Me1_v2_0224350/Me1_v2_0088010/Me1_v2_0080920/Me1_v2_0063070/Me1_v2_0114600/Me1_v2_0162900/Me1_v2_0192480/Me1_v2_0171240/Me1_v2_0161260/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0106850/Me1_v2_0202110/Me1_v2_0068040/Me1_v2_0132640/Me1_v2_0064660/Me1_v2_0050210/Me1_v2_0040250/Me1_v2_0157100/Me1_v2_0180850/Me1_v2_0228930/Me1_v2_0073130/Me1_v2_0120640/Me1_v2_0225280/Me1_v2_0149640/Me1_v2_0099170/Me1_v2_0188340/Me1_v2_0155410/Me1_v2_0122760/Me1_v2_0192700/Me1_v2_0061870/Me1_v2_0092970/Me1_v2_0124780/Me1_v2_0065270/Me1_v2_0156430/Me1_v2_0127890/Me1_v2_0094760/Me1_v2_0061860/Me1_v2_0184520/Me1_v2_0061010/Me1_v2_0161230/Me1_v2_0196690/Me1_v2_0205640",43
"GO:0016831","GO:0016831","carboxy-lyase activity","3/446","16/5408",0.139988976517412,0.918863813949396,0.872644982396708,"Me1_v2_0139000/Me1_v2_0205660/Me1_v2_0179210",3
"GO:0034293","GO:0034293","sexual sporulation","3/446","16/5408",0.139988976517412,0.918863813949396,0.872644982396708,"Me1_v2_0107720/Me1_v2_0192840/Me1_v2_0082220",3
"GO:0035252","GO:0035252","UDP-xylosyltransferase activity","3/446","16/5408",0.139988976517412,0.918863813949396,0.872644982396708,"Me1_v2_0201430/Me1_v2_0072240/Me1_v2_0193030",3
"GO:0052547","GO:0052547","regulation of peptidase activity","3/446","16/5408",0.139988976517412,0.918863813949396,0.872644982396708,"Me1_v2_0185560/Me1_v2_0185570/Me1_v2_0065270",3
"GO:0010948","GO:0010948","negative regulation of cell cycle process","5/446","34/5408",0.144041344521653,0.938086776676298,0.890901030481059,"Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0030690/Me1_v2_0121180/Me1_v2_0212290",5
"GO:2001251","GO:2001251","negative regulation of chromosome organization","5/446","34/5408",0.144041344521653,0.938086776676298,0.890901030481059,"Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0030690/Me1_v2_0230230/Me1_v2_0212290",5
"GO:0008514","GO:0008514","organic anion transmembrane transporter activity","8/446","63/5408",0.14443799640883,0.938086776676298,0.890901030481059,"Me1_v2_0228210/Me1_v2_0099170/Me1_v2_0113940/Me1_v2_0165050/Me1_v2_0109640/Me1_v2_0099180/Me1_v2_0007500/Me1_v2_0233210",8
"GO:0003774","GO:0003774","cytoskeletal motor activity","4/446","25/5408",0.145959805812183,0.944655946008218,0.897139770726336,"Me1_v2_0098780/Me1_v2_0197210/Me1_v2_0070720/Me1_v2_0146380",4
"GO:0048046","GO:0048046","apoplast","14/446","125/5408",0.147151453961939,0.94904996962909,0.901312775046535,"Me1_v2_0074320/Me1_v2_0040250/Me1_v2_0057530/Me1_v2_0089560/Me1_v2_0158640/Me1_v2_0204130/Me1_v2_0191160/Me1_v2_0151580/Me1_v2_0205660/Me1_v2_0127890/Me1_v2_0224050/Me1_v2_0119630/Me1_v2_0125100/Me1_v2_0070300",14
"GO:0051321","GO:0051321","meiotic cell cycle","11/446","94/5408",0.149264014554313,0.959332260208452,0.911077866614413,"Me1_v2_0107720/Me1_v2_0098780/Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0068080/Me1_v2_0232650/Me1_v2_0109700/Me1_v2_0208610/Me1_v2_0192840/Me1_v2_0141220/Me1_v2_0082220",11
"GO:0043648","GO:0043648","dicarboxylic acid metabolic process","6/446","44/5408",0.150585425417359,0.964476202240595,0.915963068464724,"Me1_v2_0120640/Me1_v2_0097840/Me1_v2_0206010/Me1_v2_0124530/Me1_v2_0007500/Me1_v2_0233210",6
"GO:0006721","GO:0006721","terpenoid metabolic process","7/446","54/5408",0.153389677437769,0.979049285990727,0.929803126392285,"Me1_v2_0094600/Me1_v2_0100110/Me1_v2_0096330/Me1_v2_0167240/Me1_v2_0188630/Me1_v2_0141650/Me1_v2_0196170",7
"GO:0046677","GO:0046677","response to antibiotic","12/446","105/5408",0.153976765805514,0.979419221670127,0.930154454314374,"Me1_v2_0214160/Me1_v2_0214180/Me1_v2_0214100/Me1_v2_0171240/Me1_v2_0103200/Me1_v2_0111960/Me1_v2_0129030/Me1_v2_0083500/Me1_v2_0122760/Me1_v2_0192700/Me1_v2_0124990/Me1_v2_0124780",12
"GO:0071248","GO:0071248","cellular response to metal ion","5/446","35/5408",0.157418116706753,0.989505570034817,0.939733459557079,"Me1_v2_0062260/Me1_v2_0129030/Me1_v2_0191160/Me1_v2_0215600/Me1_v2_0100110",5
"GO:0006694","GO:0006694","steroid biosynthetic process","3/446","17/5408",0.16016292567935,0.989505570034817,0.939733459557079,"Me1_v2_0112000/Me1_v2_0121180/Me1_v2_0196170",3
"GO:0009646","GO:0009646","response to absence of light","3/446","17/5408",0.16016292567935,0.989505570034817,0.939733459557079,"Me1_v2_0185340/Me1_v2_0080830/Me1_v2_0207400",3
"GO:0009636","GO:0009636","response to toxic substance","12/446","106/5408",0.161533518009355,0.989505570034817,0.939733459557079,"Me1_v2_0214160/Me1_v2_0214180/Me1_v2_0214100/Me1_v2_0103200/Me1_v2_0111960/Me1_v2_0129030/Me1_v2_0166130/Me1_v2_0065120/Me1_v2_0083500/Me1_v2_0124990/Me1_v2_0153960/Me1_v2_0134740",12
"GO:0000775","GO:0000775","chromosome, centromeric region","4/446","26/5408",0.161977410978147,0.989505570034817,0.939733459557079,"Me1_v2_0197210/Me1_v2_0030690/Me1_v2_0212290/Me1_v2_0146380",4
"GO:0007018","GO:0007018","microtubule-based movement","4/446","26/5408",0.161977410978147,0.989505570034817,0.939733459557079,"Me1_v2_0098780/Me1_v2_0197210/Me1_v2_0070720/Me1_v2_0146380",4
"GO:0033865","GO:0033865","nucleoside bisphosphate metabolic process","4/446","26/5408",0.161977410978147,0.989505570034817,0.939733459557079,"Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0036840",4
"GO:0033875","GO:0033875","ribonucleoside bisphosphate metabolic process","4/446","26/5408",0.161977410978147,0.989505570034817,0.939733459557079,"Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0036840",4
"GO:0034032","GO:0034032","purine nucleoside bisphosphate metabolic process","4/446","26/5408",0.161977410978147,0.989505570034817,0.939733459557079,"Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0036840",4
