term	name
GO:0048510	regulation of timing of transition from vegetative to reproductive phase
GO:0071281	cellular response to iron ion
GO:2000035	regulation of stem cell division
GO:2000069	regulation of post-embryonic root development
GO:0005851	eukaryotic translation initiation factor 2B complex
GO:0005049	nuclear export signal receptor activity
GO:0140104	molecular carrier activity
GO:0140142	nucleocytoplasmic carrier activity
GO:0006360	transcription by RNA polymerase I
GO:0009561	megagametogenesis
GO:0004743	pyruvate kinase activity
GO:0006090	pyruvate metabolic process
GO:0006096	glycolytic process
GO:0006164	purine nucleotide biosynthetic process
GO:0006165	nucleoside diphosphate phosphorylation
GO:0006754	ATP biosynthetic process
GO:0006757	ATP generation from ADP
GO:0009127	purine nucleoside monophosphate biosynthetic process
GO:0009132	nucleoside diphosphate metabolic process
GO:0009135	purine nucleoside diphosphate metabolic process
GO:0009142	nucleoside triphosphate biosynthetic process
GO:0009145	purine nucleoside triphosphate biosynthetic process
GO:0009152	purine ribonucleotide biosynthetic process
GO:0009166	nucleotide catabolic process
GO:0009168	purine ribonucleoside monophosphate biosynthetic process
GO:0009179	purine ribonucleoside diphosphate metabolic process
GO:0009185	ribonucleoside diphosphate metabolic process
GO:0009201	ribonucleoside triphosphate biosynthetic process
GO:0009206	purine ribonucleoside triphosphate biosynthetic process
GO:0010431	seed maturation
GO:0030955	potassium ion binding
GO:0031420	alkali metal ion binding
GO:0042866	pyruvate biosynthetic process
GO:0046031	ADP metabolic process
GO:0046939	nucleotide phosphorylation
GO:0072522	purine-containing compound biosynthetic process
GO:1901292	nucleoside phosphate catabolic process
GO:0004222	metalloendopeptidase activity
GO:0006465	signal peptide processing
GO:0005813	centrosome
GO:0005815	microtubule organizing center
GO:0007610	behavior
GO:0007611	learning or memory
GO:0007612	learning
GO:0009566	fertilization
GO:0050890	cognition
GO:0004177	aminopeptidase activity
GO:0008238	exopeptidase activity
GO:0008239	dipeptidyl-peptidase activity
GO:0009682	induced systemic resistance
GO:0005905	clathrin-coated pit
GO:0030117	membrane coat
GO:0030118	clathrin coat
GO:0030119	AP-type membrane coat adaptor complex
GO:0030120	vesicle coat
GO:0030122	AP-2 adaptor complex
GO:0030125	clathrin vesicle coat
GO:0030128	clathrin coat of endocytic vesicle
GO:0030131	clathrin adaptor complex
GO:0030132	clathrin coat of coated pit
GO:0030665	clathrin-coated vesicle membrane
GO:0030666	endocytic vesicle membrane
GO:0030669	clathrin-coated endocytic vesicle membrane
GO:0031201	SNARE complex
GO:0045334	clathrin-coated endocytic vesicle
GO:0048475	coated membrane
GO:0000912	assembly of actomyosin apparatus involved in cytokinesis
GO:0000914	phragmoplast assembly
GO:0007349	cellularization
GO:0010245	radial microtubular system formation
GO:0010342	endosperm cellularization
GO:0010975	regulation of neuron projection development
GO:0031344	regulation of cell projection organization
GO:0032872	regulation of stress-activated MAPK cascade
GO:0045664	regulation of neuron differentiation
GO:0046328	regulation of JNK cascade
GO:0050767	regulation of neurogenesis
GO:0051960	regulation of nervous system development
GO:0070302	regulation of stress-activated protein kinase signaling cascade
GO:0090036	regulation of protein kinase C signaling
GO:0120035	regulation of plasma membrane bounded cell projection organization
GO:1900744	regulation of p38MAPK cascade
GO:1902407	assembly of actomyosin apparatus involved in mitotic cytokinesis
GO:2001222	regulation of neuron migration
GO:0007031	peroxisome organization
GO:0035064	methylated histone binding
GO:0044665	MLL1/2 complex
GO:0071339	MLL1 complex
GO:0140034	methylation-dependent protein binding
GO:0006743	ubiquinone metabolic process
GO:0006744	ubiquinone biosynthetic process
GO:0042180	cellular ketone metabolic process
GO:0042181	ketone biosynthetic process
GO:1901661	quinone metabolic process
GO:1901663	quinone biosynthetic process
GO:0043966	histone H3 acetylation
GO:0043970	histone H3-K9 acetylation
GO:0061647	histone H3-K9 modification
GO:0016819	hydrolase activity, acting on acid anhydrides, in sulfonyl-containing anhydrides
GO:0047627	adenylylsulfatase activity
GO:0042350	GDP-L-fucose biosynthetic process
GO:0042352	GDP-L-fucose salvage
GO:0043173	nucleotide salvage
GO:0046368	GDP-L-fucose metabolic process
GO:0047341	fucose-1-phosphate guanylyltransferase activity
GO:0050201	fucokinase activity
GO:0070568	guanylyltransferase activity
GO:0035670	plant-type ovary development
GO:0048481	plant ovule development
GO:0046332	SMAD binding
GO:0010029	regulation of seed germination
GO:0010030	positive regulation of seed germination
GO:0048582	positive regulation of post-embryonic development
GO:1900140	regulation of seedling development
GO:0015174	basic amino acid transmembrane transporter activity
GO:0015180	L-alanine transmembrane transporter activity
GO:0015185	gamma-aminobutyric acid transmembrane transporter activity
GO:0015189	L-lysine transmembrane transporter activity
GO:0015802	basic amino acid transport
GO:0015808	L-alanine transport
GO:0015812	gamma-aminobutyric acid transport
GO:0022858	alanine transmembrane transporter activity
GO:0032328	alanine transport
GO:1902022	L-lysine transport
GO:1903401	L-lysine transmembrane transport
GO:1903826	L-arginine transmembrane transport
GO:1990822	basic amino acid transmembrane transport
GO:0006664	glycolipid metabolic process
GO:0009247	glycolipid biosynthetic process
GO:0019374	galactolipid metabolic process
GO:0019375	galactolipid biosynthetic process
GO:0019432	triglyceride biosynthetic process
GO:0046460	neutral lipid biosynthetic process
GO:0046463	acylglycerol biosynthetic process
GO:0047184	1-acylglycerophosphocholine O-acyltransferase activity
GO:0071617	lysophospholipid acyltransferase activity
GO:1903509	liposaccharide metabolic process
GO:0004484	mRNA guanylyltransferase activity
GO:0004651	polynucleotide 5'-phosphatase activity
GO:0006370	7-methylguanosine mRNA capping
GO:0008192	RNA guanylyltransferase activity
GO:0009452	7-methylguanosine RNA capping
GO:0036260	RNA capping
GO:0050355	triphosphatase activity
GO:0098507	polynucleotide 5' dephosphorylation
GO:0098518	polynucleotide phosphatase activity
GO:0005788	endoplasmic reticulum lumen
GO:0043903	regulation of biological process involved in symbiotic interaction
GO:0044788	modulation by host of viral process
GO:0044794	positive regulation by host of viral process
GO:0048524	positive regulation of viral process
GO:0050792	regulation of viral process
GO:0051702	biological process involved in interaction with symbiont
GO:0051851	modulation by host of symbiont process
GO:0006607	NLS-bearing protein import into nucleus
GO:0006610	ribosomal protein import into nucleus
GO:0061608	nuclear import signal receptor activity
GO:0003746	translation elongation factor activity
GO:0006414	translational elongation
GO:0070125	mitochondrial translational elongation
GO:0008146	sulfotransferase activity
GO:0016782	transferase activity, transferring sulphur-containing groups
GO:0101016	FMN-binding domain binding
GO:0000096	sulfur amino acid metabolic process
GO:0006555	methionine metabolic process
GO:0009066	aspartate family amino acid metabolic process
GO:0010309	acireductone dioxygenase [iron(II)-requiring] activity
GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen
GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
GO:0051213	dioxygenase activity
GO:0005684	U2-type spliceosomal complex
GO:0071006	U2-type catalytic step 1 spliceosome
GO:0071012	catalytic step 1 spliceosome
GO:0007015	actin filament organization
GO:0016459	myosin complex
GO:0030036	actin cytoskeleton organization
GO:0004764	shikimate 3-dehydrogenase (NADP+) activity
GO:0009423	chorismate biosynthetic process
GO:0019632	shikimate metabolic process
GO:0043650	dicarboxylic acid biosynthetic process
GO:0046417	chorismate metabolic process
GO:0002178	palmitoyltransferase complex
GO:0006667	sphinganine metabolic process
GO:0006670	sphingosine metabolic process
GO:0006684	sphingomyelin metabolic process
GO:0006686	sphingomyelin biosynthetic process
GO:0016239	positive regulation of macroautophagy
GO:0016241	regulation of macroautophagy
GO:0017059	serine C-palmitoyltransferase complex
GO:0031211	endoplasmic reticulum palmitoyltransferase complex
GO:0034311	diol metabolic process
GO:0034312	diol biosynthetic process
GO:0035339	SPOTS complex
GO:0046165	alcohol biosynthetic process
GO:0046173	polyol biosynthetic process
GO:0046511	sphinganine biosynthetic process
GO:0046512	sphingosine biosynthetic process
GO:0046519	sphingoid metabolic process
GO:0046520	sphingoid biosynthetic process
GO:0097164	ammonium ion metabolic process
GO:1904502	regulation of lipophagy
GO:1904504	positive regulation of lipophagy
GO:1905961	protein-cysteine S-palmitoyltransferase complex
GO:0002090	regulation of receptor internalization
GO:0002092	positive regulation of receptor internalization
GO:0007613	memory
GO:0030100	regulation of endocytosis
GO:0045202	synapse
GO:0045211	postsynaptic membrane
GO:0045807	positive regulation of endocytosis
GO:0048259	regulation of receptor-mediated endocytosis
GO:0048260	positive regulation of receptor-mediated endocytosis
GO:0050804	modulation of chemical synaptic transmission
GO:0050805	negative regulation of synaptic transmission
GO:0051966	regulation of synaptic transmission, glutamatergic
GO:0051967	negative regulation of synaptic transmission, glutamatergic
GO:0097060	synaptic membrane
GO:0098590	plasma membrane region
GO:0098794	postsynapse
GO:0099177	regulation of trans-synaptic signaling
GO:0000159	protein phosphatase type 2A complex
GO:0008287	protein serine/threonine phosphatase complex
GO:0009910	negative regulation of flower development
GO:0048581	negative regulation of post-embryonic development
GO:1903293	phosphatase complex
GO:0047484	regulation of response to osmotic stress
GO:1901000	regulation of response to salt stress
GO:0005615	extracellular space
GO:0006892	post-Golgi vesicle-mediated transport
GO:0006893	Golgi to plasma membrane transport
GO:0043230	extracellular organelle
GO:0070062	extracellular exosome
GO:0098876	vesicle-mediated transport to the plasma membrane
GO:1903561	extracellular vesicle
GO:0030030	cell projection organization
GO:0030031	cell projection assembly
GO:0031514	motile cilium
GO:0035082	axoneme assembly
GO:0036126	sperm flagellum
GO:0044782	cilium organization
GO:0060271	cilium assembly
GO:0097224	sperm connecting piece
GO:0097729	9+2 motile cilium
GO:0120031	plasma membrane bounded cell projection assembly
GO:0120036	plasma membrane bounded cell projection organization
GO:1904158	axonemal central apparatus assembly
GO:0000993	RNA polymerase II complex binding
GO:0001098	basal transcription machinery binding
GO:0001099	basal RNA polymerase II transcription machinery binding
GO:0008023	transcription elongation factor complex
GO:0016593	Cdc73/Paf1 complex
GO:0031058	positive regulation of histone modification
GO:0031062	positive regulation of histone methylation
GO:0032784	regulation of DNA-templated transcription, elongation
GO:0032786	positive regulation of DNA-templated transcription, elongation
GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter
GO:0034243	regulation of transcription elongation from RNA polymerase II promoter
GO:0043175	RNA polymerase core enzyme binding
GO:0051569	regulation of histone H3-K4 methylation
GO:0051571	positive regulation of histone H3-K4 methylation
GO:0070063	RNA polymerase binding
GO:1905269	positive regulation of chromatin organization
GO:0005338	nucleotide-sugar transmembrane transporter activity
GO:0005464	UDP-xylose transmembrane transporter activity
GO:0015165	pyrimidine nucleotide-sugar transmembrane transporter activity
GO:0015780	nucleotide-sugar transmembrane transport
GO:0015790	UDP-xylose transmembrane transport
GO:0015932	nucleobase-containing compound transmembrane transporter activity
GO:0090481	pyrimidine nucleotide-sugar transmembrane transport
GO:0000339	RNA cap binding
GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation
GO:0005845	mRNA cap binding complex
GO:0005846	nuclear cap binding complex
GO:0034518	RNA cap binding complex
GO:0048573	photoperiodism, flowering
GO:0048574	long-day photoperiodism, flowering
GO:0007131	reciprocal meiotic recombination
GO:0007141	male meiosis I
GO:0007283	spermatogenesis
GO:0010528	regulation of transposition
GO:0010529	negative regulation of transposition
GO:0016574	histone ubiquitination
GO:0032007	negative regulation of TOR signaling
